run,split,seed_index,transformer_draw_peak_kw,transformer_export_peak_kw,reverse_flow_share,losses_share,voltage_p99_pu,over_voltage_share,coincidence_factor,peak_to_average,max_ramp_kw,flex_synchrony,community_settlement_chf,curtailed_share,self_consumption_share,cost_per_kwh_spread_chf,tenant_cost_per_kwh_chf,pv_only_cost_per_kwh_chf,pv_battery_cost_per_kwh_chf,large_flex_cost_per_kwh_chf,owner_cost_per_kwh_chf,tenant_import_share,valid_share,projection_mae_kw
export_30kw_0.05,validation,2,7.328510284423828,60.465335845947266,0.4598214328289032,0.06792754679918289,1.0756895542144775,0.05435463786125183,0.697734534740448,3.346302032470703,17.951011657714844,0.7593096494674683,314.1133728027344,0.006263153627514839,0.31853576562316765,12.40189906214687,0.14368580481499368,-0.5728499771903313,-12.258213257331876,-3.5810590343623567,-2.703094567670972,0.7375150322914124,1.0,1.541994798515134e-08
export_30kw_0.05,validation,3,8.216381072998047,61.40756607055664,0.4613095223903656,0.06417723000049591,1.0691187381744385,0.05560776963829994,0.7404592037200928,3.280303478240967,8.271217346191406,0.6708626747131348,314.28125,0.001362438895739615,0.2941046047140231,11.249638479253631,0.13686759520472574,-0.4871986645313594,-11.112770884048906,-0.9266802770023206,-1.8402657178553867,0.6562948822975159,1.0,1.3665864884160328e-08
export_30kw_0.05,validation,4,6.881237030029297,60.69135665893555,0.4627976417541504,0.06549602746963501,1.0673635005950928,0.05733082816004753,0.6717008352279663,3.298369884490967,9.791374206542969,0.7009299993515015,314.6212463378906,0.0032602851279079914,0.29565093219187866,26.993251564628558,0.1414409863504479,-0.44000643476688595,-26.85181057827811,-2.270518676643866,-2.420899786828649,0.715485692024231,1.0,1.4043002316554976e-08
export_30kw_0.05,validation,5,5.804538726806641,61.45668029785156,0.4627976417541504,0.06234798952937126,1.0647075176239014,0.05083020031452179,0.7409569621086121,3.514744520187378,15.694141387939453,0.7056365609169006,306.84490966796875,0.005408786237239838,0.3119107177431739,124218922.98034762,0.14894477701418765,-0.6146565381579826,-124218922.83140284,-9.617287322125174,-3.4335785625939277,0.7800096273422241,1.0,1.228828416799388e-08
export_30kw_0.05,validation,6,6.5174102783203125,71.5537109375,0.46875,0.09570841491222382,1.097967267036438,0.11583646386861801,0.7562903761863708,3.2514805793762207,19.99807357788086,0.7664890289306641,442.6480407714844,0.004645674955099821,0.2552262567818454,172018146.2041667,0.07801537183585608,-0.26816187604210034,-172018146.12615135,-11.498466667236285,-4.348876363246626,0.7749298810958862,1.0,1.4958574823253912e-08
export_30kw_0.05,validation,7,9.091377258300781,64.4521713256836,0.4583333432674408,0.0634511187672615,1.0698628425598145,0.0491071417927742,0.8059223890304565,3.8020195960998535,11.523723602294922,0.6189201474189758,260.2347412109375,0.004093623720109463,0.3158283595468687,7.420892794848749,0.16315858146608866,-0.10817816851987487,-7.25773421338266,-0.6715600092278405,-1.3371871189880864,0.6072923541069031,1.0,1.3486102901083541e-08
export_30kw_0.15,validation,0,8.198261260986328,48.96688461303711,0.4538690447807312,0.05594230815768242,1.0633023977279663,0.03305137902498245,0.6324785947799683,3.1786954402923584,13.190746307373047,0.6950238347053528,218.91571044921875,0.001069545280188322,0.33783343863185866,196.48715584686497,0.12203753618949073,-5.9641408057452825e-05,-196.36511831067548,-0.5741923579309678,-1.2281814639736062,0.6358779668807983,1.0,1.3508796747885299e-08
export_30kw_0.15,validation,1,8.758068084716797,49.04747009277344,0.455357164144516,0.05035980045795441,1.0667208433151245,0.03101503662765026,0.6413035988807678,3.172130584716797,11.107444763183594,0.6626518368721008,206.24302673339844,0.0056144362315535545,0.3340282468828173,2.6255852566532645,0.12738262525604951,-0.45625522729888024,-2.498202631397215,-0.8621904291098086,-1.0160421721524695,0.6034964919090271,1.0,1.2542596294906616e-08
export_30kw_0.15,validation,2,7.289886474609375,57.56425857543945,0.4598214328289032,0.06725450605154037,1.0745532512664795,0.0550595223903656,0.6512377858161926,3.175994634628296,13.48114013671875,0.7553243637084961,313.8766174316406,0.00710724713280797,0.3197440642485173,11.090939028755152,-0.017138443749621347,-0.4785794797235187,-11.108077472504773,-3.120937555558794,-2.3227763007638402,0.7436741590499878,1.0,1.418003314768157e-08
export_30kw_0.15,validation,3,8.21542739868164,58.55369567871094,0.4613095223903656,0.06357424706220627,1.068324327468872,0.05302318185567856,0.6968914866447449,3.1348884105682373,13.56363296508789,0.6873883008956909,313.7900390625,0.002578704385086894,0.29752762000670574,9.597593442162944,-0.035063049281194636,-0.44193495367505975,-9.63265649144414,-0.9285643732600853,-1.6041801036276353,0.6698837876319885,1.0,1.4654471414132786e-08
export_30kw_0.15,validation,4,6.882667541503906,61.57207489013672,0.4627976417541504,0.06496100127696991,1.0666005611419678,0.057644110172986984,0.6693904995918274,3.348660945892334,11.687755584716797,0.7089309096336365,313.220947265625,0.004410340916365385,0.2993320843694601,24.070207495898277,-0.01990077584470902,-0.38802930932529983,-24.090108271742984,-2.032369197598181,-2.1033902045028454,0.7250396609306335,1.0,1.3470165427520442e-08
export_30kw_0.15,validation,5,5.806922912597656,62.03889846801758,0.4627976417541504,0.06161429360508919,1.0640751123428345,0.04816729202866554,0.7516860961914062,3.6079370975494385,19.103050231933594,0.7465609312057495,305.1360168457031,0.006696859374642372,0.31439595210816185,108456239.11628798,0.0017448625834222487,-0.47581693471037506,-108456239.11454311,-9.291809275407804,-2.9462420888576624,0.7829774022102356,1.0,1.2698509799236035e-08
export_30kw_0.15,validation,6,6.516933441162109,74.62454223632812,0.46875,0.09527315199375153,1.0975322723388672,0.11481829732656479,0.8011539578437805,3.4553325176239014,14.06717300415039,0.7761934995651245,440.6399841308594,0.007515124045312405,0.25610998667457596,128512693.36743025,-0.20940480379674803,-0.4151444434973145,-128512693.57683505,-8.3795812038796,-3.3652013602631663,0.77619868516922,1.0,1.4892052035975212e-08
export_30kw_0.15,validation,7,9.084224700927734,62.01744079589844,0.4583333432674408,0.06261046975851059,1.068520188331604,0.046992480754852295,0.7859697341918945,3.715343475341797,12.887001037597656,0.6574021577835083,259.5828552246094,0.005183225031942129,0.3234357624508206,6.4222000534177575,0.05233864302629957,-0.17403901931380136,-6.369861410391458,-0.7218748917618079,-1.284875392511218,0.6307700872421265,1.0,1.3131313814085388e-08
export_30kw_0.3,validation,0,8.198261260986328,35.8729362487793,0.4538690447807312,0.03528329357504845,1.048816204071045,0.006970551330596209,0.859924852848053,2.764045000076294,8.666038513183594,0.5324836373329163,150.0592498779297,0.1335023045539856,0.3894666634379994,185.77036114816977,0.21047840217675787,0.07354127032868696,-185.559882745993,-0.42285119453339737,-1.0633560721884183,0.6358779668807983,1.0,6.900841675872016e-09
export_30kw_0.3,validation,1,8.75711441040039,34.53826904296875,0.455357164144516,0.028300926089286804,1.047550916671753,0.005639097653329372,0.7997596859931946,2.6492037773132324,5.370140075683594,0.5089800357818604,125.4678726196289,0.16375398635864258,0.3971951514891503,2.2764492960752314,0.21898581772631548,-0.4036764238671081,-2.057463478348916,-0.6774228591251512,-0.8334670414183223,0.6034964919090271,1.0,6.407693486920607e-09
export_30kw_0.3,validation,2,7.291316986083984,39.32809829711914,0.4598214328289032,0.04071676731109619,1.0522233247756958,0.014567669481039047,0.8879890441894531,2.71602201461792,6.604671478271484,0.5856767296791077,211.87657165527344,0.17029263079166412,0.38263107869221025,9.99278476302613,0.1518836431388145,-0.37039175380968276,-9.840901119887315,-2.8405317322685475,-2.04216961615156,0.7436741590499878,1.0,6.707277844242299e-09
export_30kw_0.3,validation,3,8.216381072998047,38.16032409667969,0.4613095223903656,0.03749782592058182,1.0497404336929321,0.009711779654026031,0.8544246554374695,2.580315351486206,6.4487457275390625,0.5217354893684387,202.6754150390625,0.1826261579990387,0.36308469542404953,9.02670834495485,0.1602672199943072,-0.37651024092700963,-8.866441124960543,-0.7347338231303372,-1.4078449372432404,0.6699680685997009,1.0,6.316917211535156e-09
export_30kw_0.3,validation,4,6.882190704345703,40.11678695678711,0.4627976417541504,0.039073675870895386,1.049072504043579,0.008771929889917374,0.8672583699226379,2.7070209980010986,13.441085815429688,0.571890652179718,204.50343322753906,0.17967860400676727,0.3677419051950451,20.922314424509228,0.15486148196320568,-0.32153538152540856,-20.767452942546022,-1.783307638144917,-1.8159277993702516,0.7250396609306335,1.0,6.3891567592122556e-09
export_30kw_0.3,validation,5,5.806446075439453,38.475990295410156,0.4627976417541504,0.03784133121371269,1.0473805665969849,0.006109022535383701,0.8674343824386597,2.8030481338500977,7.448673248291016,0.5645961761474609,208.9523468017578,0.16818402707576752,0.3754321281841576,92561112.95016025,0.15736745145193506,-0.4484587040050274,-92561112.7927928,-8.194707265402421,-2.5809827965686933,0.7829774022102356,1.0,7.243619926100564e-09
export_30kw_0.3,validation,6,6.516933441162109,40.78960418701172,0.46875,0.052640218287706375,1.0579215288162231,0.030075188726186752,0.8836764693260193,2.430241107940674,7.731914520263672,0.5671888589859009,270.71636962890625,0.23875826597213745,0.3339088688323488,106476335.3933043,0.035749400283197216,-0.18869170054715287,-106476335.3575549,-6.821564810214843,-2.637666572306273,0.77619868516922,1.0,6.465799895494229e-09
export_30kw_0.3,validation,7,9.083747863769531,34.74903106689453,0.4583333432674408,0.03214529529213905,1.0467514991760254,0.004151002503931522,0.8232759237289429,2.742220163345337,6.084918975830078,0.5034195184707642,148.50482177734375,0.20093271136283875,0.4028287219599903,5.827488578757056,0.21416549584237402,-0.0675429666650581,-5.6133230829146825,-0.5326732081325848,-1.0497803834514425,0.6307700872421265,1.0,6.479009329041219e-09
export_45kw_0.05,validation,0,8.198261260986328,48.96688461303711,0.4538690447807312,0.05594230815768242,1.0633023977279663,0.03305137902498245,0.6324785947799683,3.1786954402923584,13.190746307373047,0.6950238347053528,218.91575622558594,0.001069545280188322,0.33783343863185866,235.82316734406322,0.2232311411529913,0.07842519555237154,-235.59993620291024,-0.6285887473126451,-1.4048991375875843,0.6358779668807983,1.0,1.3508796747885299e-08
export_45kw_0.05,validation,1,8.758068084716797,49.04747009277344,0.455357164144516,0.05035980045795441,1.0667208433151245,0.03101503662765026,0.6413035988807678,3.172130584716797,11.107444763183594,0.6626518368721008,206.24298095703125,0.0056144362315535545,0.3340282468828173,2.8633780273553042,0.2220138719929868,-0.5432450355720746,-2.6413641553623175,-1.0575036902184785,-1.1600750679301752,0.6034964919090271,1.0,1.2542596294906616e-08
export_45kw_0.05,validation,2,7.289886474609375,57.56425857543945,0.4598214328289032,0.06725450605154037,1.0745532512664795,0.0550595223903656,0.6512377858161926,3.175994634628296,13.48114013671875,0.7553243637084961,313.8766784667969,0.00710724713280797,0.3197440642485173,13.71684331412715,0.2058666525885747,-0.6078838820435879,-13.510976661538574,-4.313683566255228,-2.9697775305985243,0.7436741590499878,1.0,1.418003314768157e-08
export_45kw_0.05,validation,3,8.21542739868164,58.55369567871094,0.4613095223903656,0.06357424706220627,1.068324327468872,0.05302318185567856,0.6968914866447449,3.1348884105682373,13.56363296508789,0.6873883008956909,313.7899475097656,0.002578704385086894,0.29752762000670574,13.676467952636202,0.20357822912405268,-0.5046631231724411,-13.472889723512148,-1.0707752371109076,-2.0884395821688644,0.6698837876319885,1.0,1.4654471414132786e-08
export_45kw_0.05,validation,4,6.882667541503906,61.57207489013672,0.4627976417541504,0.06496100127696991,1.0666005611419678,0.057644110172986984,0.6693904995918274,3.348660945892334,11.687755584716797,0.7089309096336365,313.22100830078125,0.004410340916365385,0.2993320843694601,30.378441291703844,0.20517184135446584,-0.46048395245305973,-30.173269450349377,-2.775656098831279,-2.6968821032729973,0.7250396609306335,1.0,1.3470165427520442e-08
export_45kw_0.05,validation,5,5.806922912597656,62.03889846801758,0.4627976417541504,0.06161429360508919,1.0640751123428345,0.04816729202866554,0.7516860961914062,3.6079370975494385,19.103050231933594,0.7465609312057495,305.1360168457031,0.006696859374642372,0.31439595210816185,129229053.24303482,0.20828579911440062,-0.6727345488973248,-129229053.03474903,-11.868133473664845,-3.6914038121675863,0.7829774022102356,1.0,1.2698509799236035e-08
export_45kw_0.05,validation,6,6.516933441162109,74.62454223632812,0.46875,0.09527315199375153,1.0975322723388672,0.11481829732656479,0.8011539578437805,3.4553325176239014,14.06717300415039,0.7761934995651245,440.6401062011719,0.007515124045312405,0.25610998667457596,180608802.4245505,0.13983050570499989,-0.24223133114175693,-180608802.28472,-12.781440893388497,-4.576436594490883,0.77619868516922,1.0,1.4892052035975212e-08
export_45kw_0.05,validation,7,9.084224700927734,62.01744079589844,0.4583333432674408,0.06261046975851059,1.068520188331604,0.046992480754852295,0.7859697341918945,3.715343475341797,12.887001037597656,0.6574021577835083,259.5829162597656,0.005183225031942129,0.3234357624508206,8.403842301147789,0.21169438335060706,-0.07614301026047693,-8.19214791779718,-0.8478943346687031,-1.5571091217200257,0.6307700872421265,1.0,1.3131313814085388e-08
export_45kw_0.15,validation,0,8.19540023803711,48.892974853515625,0.4538690447807312,0.05677766352891922,1.0639280080795288,0.04119674116373062,0.6517682671546936,3.202721118927002,11.198043823242188,0.6788991689682007,219.31039428710938,0.0008051244658418,0.3385951326886234,124.24803486567977,0.22219206825218432,0.07762806501577711,-124.02584279742759,-0.6561475069469894,-1.4265835981161938,0.6394144892692566,1.0,1.2895768897180915e-08
export_45kw_0.15,validation,1,8.756637573242188,46.9818115234375,0.455357164144516,0.04957500845193863,1.0659010410308838,0.030075188726186752,0.6212576627731323,3.036386251449585,8.160591125488281,0.635753333568573,206.6546173095703,0.00508529506623745,0.33678359140656666,3.228547713549331,0.22197216953187418,-0.5428493573280319,-3.0065755440174566,-1.1016056046642289,-1.208315005985387,0.6128811836242676,1.0,1.2026118767494154e-08
export_45kw_0.15,validation,2,9.236812591552734,60.011863708496094,0.4583333432674408,0.06833192706108093,1.0748391151428223,0.06022869795560837,0.6811382174491882,3.2797017097473145,12.973785400390625,0.7250812649726868,314.0325622558594,0.0065261670388281345,0.3160920851878535,9.250434293399854,0.17196003056896533,-0.590341230483511,-9.07847426283089,-3.2108022149786337,-2.5637147778625735,0.7213964462280273,1.0,1.2780854596883273e-08
export_45kw_0.15,validation,3,8.216381072998047,59.746742248535156,0.4613095223903656,0.06464224308729172,1.0691838264465332,0.05983709171414375,0.6953235268592834,3.1370534896850586,12.639522552490234,0.6380137205123901,314.6961975097656,0.0023617392871528864,0.30007355239885747,17.058555500641354,0.16599356489642772,-0.48876046845447285,-16.892561935744926,-1.1379613378157643,-2.134719208309249,0.6823035478591919,1.0,1.3922718089531827e-08
export_45kw_0.15,validation,4,6.771564483642578,63.30728530883789,0.4627976417541504,0.06633251905441284,1.0700551271438599,0.06500626355409622,0.6879794597625732,3.4387965202331543,14.774799346923828,0.6848120093345642,312.6683654785156,0.004325555171817541,0.303365726780205,83.30393555463668,0.17260172959752335,-0.446177489432212,-83.13133382503916,-2.8893069949452763,-2.7667455150698377,0.736721396446228,1.0,1.2457536335830355e-08
export_45kw_0.15,validation,5,5.80596923828125,60.088157653808594,0.4657738208770752,0.06246776506304741,1.0665634870529175,0.05427631363272667,0.7219720482826233,3.4867911338806152,12.392044067382812,0.6492347717285156,305.7641296386719,0.005868570879101753,0.31562830290385013,124.59179786056248,0.18302921620575793,-0.6470820196428851,-124.40876864435673,-34.70540736835177,-3.828895630914524,0.7929807901382446,1.0,1.0928257410114384e-08
export_45kw_0.15,validation,6,6.206512451171875,72.61323547363281,0.46875,0.09612433612346649,1.0960018634796143,0.1175595223903656,0.7729660868644714,3.358720541000366,17.661094665527344,0.7170061469078064,441.0151062011719,0.007408959325402975,0.25650815811337324,2118.2285054944687,-0.03745411281007836,-0.3388986072659693,-2118.2659596072785,-12.470108009587149,-4.051536439009585,0.7799245715141296,1.0,1.3912685226102894e-08
export_45kw_0.15,validation,7,8.121490478515625,60.81342697143555,0.4598214328289032,0.06287344545125961,1.067138671875,0.04965538904070854,0.784899890422821,3.6875877380371094,11.380672454833984,0.5830652117729187,259.6994323730469,0.00671602925285697,0.32376901457503215,9.33839995675899,0.19045562519713696,-0.0784536974507125,-9.147944331561852,-0.8236332559515154,-1.5372564067261492,0.6331871747970581,1.0,1.2029987672690368e-08
export_45kw_0.3,validation,0,8.198261260986328,46.75102233886719,0.4538690447807312,0.05423342064023018,1.0617601871490479,0.030623434111475945,0.6886753439903259,3.057745933532715,13.809680938720703,0.6883399486541748,214.68153381347656,0.009213211014866829,0.34061028141951477,233.98270762691212,0.2228924609988097,0.0781585907368809,-233.7598151659133,-0.6062012562920402,-1.3846746526821894,0.6358779668807983,1.0,1.3449665381415343e-08
export_45kw_0.3,validation,1,8.75711441040039,49.04651641845703,0.455357164144516,0.04793894663453102,1.063813328742981,0.028352130204439163,0.7253488302230835,3.146348237991333,15.919685363769531,0.6413397192955017,199.92416381835938,0.017985258251428604,0.3382360536256729,2.832607425894585,0.22008101187634938,-0.5419476992170971,-2.6125264140182356,-1.0057417905011723,-1.1319438763025134,0.6034964919090271,1.0,1.2424332673788285e-08
export_45kw_0.3,validation,2,7.289886474609375,55.2525520324707,0.4598214328289032,0.0654236376285553,1.0714937448501587,0.05263157933950424,0.7085932493209839,3.079913854598999,17.609119415283203,0.7513719797134399,308.32574462890625,0.015987951308488846,0.32262981324828677,12.854479069913072,0.1413935796426974,-0.5695337538089627,-12.713085490270375,-3.8484442954780604,-2.740765081045333,0.7436741590499878,1.0,1.4120901781211614e-08
export_45kw_0.3,validation,3,8.215904235839844,56.36405944824219,0.4613095223903656,0.06175341084599495,1.066360354423523,0.04691416025161743,0.7538182139396667,3.049856662750244,11.609554290771484,0.6761285662651062,307.5895690917969,0.012625375762581825,0.3005549540965632,12.260457443939512,0.12922038453246637,-0.48302970735402123,-12.131237059407045,-0.9890516053193401,-1.9044467206320275,0.6698837876319885,1.0,1.4654471414132786e-08
export_45kw_0.3,validation,4,6.881237030029297,56.12039566040039,0.4627976417541504,0.06182654947042465,1.0641746520996094,0.05302318185567856,0.7183409333229065,3.132230758666992,11.492252349853516,0.6916524171829224,302.6590576171875,0.021352488547563553,0.30496386446080026,28.20808301282961,0.1512912317607151,-0.4409394416557405,-28.056791781068895,-2.482373818626237,-2.4821080621186886,0.7250396609306335,1.0,1.3470165427520442e-08
export_45kw_0.3,validation,5,5.80596923828125,57.40165710449219,0.4627976417541504,0.05922982841730118,1.0614498853683472,0.04511278122663498,0.7872129082679749,3.3310036659240723,12.898445129394531,0.7366250157356262,298.2586975097656,0.018243495374917984,0.3180936126464212,122670519.01858863,0.16144578760023953,-0.627966328838952,-122670518.85714285,-10.912118744267467,-3.456152104460525,0.7829774022102356,1.0,1.2550680494882727e-08
export_45kw_0.3,validation,6,6.518363952636719,66.68234252929688,0.46875,0.0909496396780014,1.0875413417816162,0.10784774273633957,0.8533779978752136,3.1405529975891113,10.630130767822266,0.7545111179351807,422.8712463378906,0.03169593587517738,0.2625057009481987,128491949.16280018,-0.16846530303009258,-0.413663996995539,-128491949.33126548,-8.226352473543317,-3.342201793527557,0.77619868516922,1.0,1.4892052035975212e-08
export_45kw_0.3,validation,7,9.084224700927734,57.27815628051758,0.4583333432674408,0.059000082314014435,1.064978837966919,0.040256891399621964,0.8361884951591492,3.4981167316436768,11.028289794921875,0.6439710855484009,249.11875915527344,0.023636000230908394,0.3295484891001986,7.887899757615062,0.1830928419924421,-0.08000066661126397,-7.70480691562262,-0.7814388974768579,-1.460057053571962,0.6307700872421265,1.0,1.3013050192967057e-08
fair_leg/default_base,test,0,8.78000259399414,54.09431457519531,0.4300595223903656,0.048713333904743195,1.0629675388336182,0.02749060094356537,0.7035273313522339,3.7174506187438965,9.868621826171875,0.5501906871795654,183.4376220703125,0.009115585125982761,0.3380349958965433,1.618459972882912,0.22223410237856422,-0.7897835284903302,-1.396225870504348,-1.079052128615246,-1.0797666674089572,0.613189160823822,1.0,8.602087930853486e-09
fair_leg/default_base,test,1,7.7362060546875,73.61650085449219,0.4360119104385376,0.08711039274930954,1.07951021194458,0.11356516182422638,0.8141586184501648,3.4682059288024902,14.829158782958984,0.5715749859809875,381.32305908203125,0.02130908891558647,0.25188892252179373,24.65491200213656,0.22299423616282127,-0.8123872177740122,-24.431917765973736,-0.7100511794090607,-1.9945069088247502,0.6068854331970215,1.0,1.0244548320770264e-08
fair_leg/default_base,test,2,11.174678802490234,61.36465072631836,0.4166666865348816,0.059311240911483765,1.0649579763412476,0.058114033192396164,0.7590539455413818,3.3743021488189697,14.58597183227539,0.5020971298217773,246.087890625,0.019077513366937637,0.281809828010697,7.171306872094609,0.22388377626620448,-0.640446444782306,-6.9474230958284044,-0.13979708823514284,-0.9315569222623923,0.5195087194442749,1.0,8.692343733684993e-09
fair_leg/default_base,test,3,6.728172302246094,59.73243713378906,0.4107142984867096,0.0836060419678688,1.091302752494812,0.07009711861610413,0.73277348279953,3.6596083641052246,17.357349395751953,0.6670850515365601,275.3130798339844,0.011499178595840931,0.3264223558246032,8.311761780239346,0.22383883147243713,-0.3120135020734586,-8.08792294876691,-3.322292810623153,-2.352879981140947,0.7118140459060669,1.0,1.0032275454818773e-08
fair_leg/default_base,test,4,6.351470947265625,77.2957763671875,0.4285714328289032,0.09743838757276535,1.11684250831604,0.11215538531541824,0.827631950378418,3.6797051429748535,14.976978302001953,0.6581121683120728,398.74749755859375,0.01947089098393917,0.26821759252698796,17.573906180462057,0.22286477361364737,-0.5698116161600725,-17.35104140684841,-5.033441764445913,-3.4352992542691005,0.7332164645195007,1.0,1.0905159442131662e-08
fair_leg/default_base,test,5,7.942676544189453,59.57603454589844,0.4255952537059784,0.06804697960615158,1.0659148693084717,0.06625939905643463,0.7282696962356567,3.463500499725342,12.654304504394531,0.5621538758277893,270.46728515625,0.01382894441485405,0.3088409480010912,10.106790805314448,0.22280176264102816,-0.4704884927701707,-9.88398904267342,-0.923326835787449,-1.8009948592465592,0.6613025665283203,1.0,9.466598172025442e-09
fair_leg/default_base,test,6,7.48443603515625,70.67536926269531,0.4077380895614624,0.08920017629861832,1.0808714628219604,0.09876252710819244,0.8257333636283875,3.8233916759490967,15.559196472167969,0.6028907895088196,332.32354736328125,0.0156586654484272,0.28369327622891616,12.718969375019816,0.2226564549734382,-0.20152029328864354,-12.496312920046378,-2.6686531320697595,-2.4003854171822674,0.6900737285614014,1.0,1.0150538187758684e-08
fair_leg/default_base,test,7,6.50787353515625,77.86703491210938,0.4464285671710968,0.08586978167295456,1.0824590921401978,0.09978070110082626,0.8505027890205383,3.9759037494659424,15.739917755126953,0.6505783796310425,374.2892150878906,0.013622685335576534,0.26963450367193,19.530118622530576,0.22382493598084752,-0.7751854659217505,-19.30629368654973,-4.784288197412611,-3.2965305512215335,0.7269835472106934,1.0,1.1890763040867114e-08
fair_leg/default_base,test,8,7.054805755615234,62.000274658203125,0.3988095223903656,0.07167869061231613,1.089156985282898,0.052474938333034515,0.7581693530082703,4.199542045593262,19.60134506225586,0.6863427758216858,218.05136108398438,0.008693297393620014,0.3509941254272534,5.530088279684374,0.2236426184221192,-0.2292748807281051,-5.306445661262256,-3.198460821288763,-1.8164511786943758,0.6991581916809082,1.0,9.140451062705779e-09
