run,split,seed_index,connection,household,settlement_chf
export_30kw_0.15,validation,1,9,pv_battery,18.003677368164062
export_30kw_0.15,validation,1,10,pv_only,14.503934860229492
export_30kw_0.15,validation,1,11,pv_battery,44.84169006347656
export_30kw_0.15,validation,1,12,large_flex,-15.450385093688965
export_30kw_0.15,validation,1,13,large_flex,26.925094604492188
export_30kw_0.15,validation,1,14,large_flex,39.08088684082031
export_30kw_0.15,validation,1,15,pv_battery,32.019554138183594
export_30kw_0.15,validation,1,16,pv_battery,4.202647686004639
export_30kw_0.15,validation,1,17,large_flex,42.15024948120117
export_30kw_0.15,validation,2,0,tenant,2.07004714012146
export_30kw_0.15,validation,2,1,tenant,0.8806197643280029
export_30kw_0.15,validation,2,2,tenant,0.9272281527519226
export_30kw_0.15,validation,2,3,tenant,0.19248640537261963
export_30kw_0.15,validation,2,4,tenant,1.674961805343628
export_30kw_0.15,validation,2,5,tenant,0.8329687714576721
export_30kw_0.15,validation,2,6,pv_only,13.598535537719727
export_30kw_0.15,validation,2,7,pv_battery,28.637264251708984
export_30kw_0.15,validation,2,8,pv_battery,29.849491119384766
export_30kw_0.15,validation,2,9,pv_battery,34.23524856567383
export_30kw_0.15,validation,2,10,pv_only,26.96462631225586
export_30kw_0.15,validation,2,11,pv_battery,14.241872787475586
export_30kw_0.15,validation,2,12,large_flex,29.81218147277832
export_30kw_0.15,validation,2,13,large_flex,29.89175796508789
export_30kw_0.15,validation,2,14,large_flex,23.642934799194336
export_30kw_0.15,validation,2,15,pv_battery,35.23167419433594
export_30kw_0.15,validation,2,16,pv_battery,22.419282913208008
export_30kw_0.15,validation,2,17,large_flex,18.773462295532227
export_30kw_0.15,validation,3,0,tenant,3.2297611236572266
export_30kw_0.15,validation,3,1,tenant,4.259731769561768
export_30kw_0.15,validation,3,2,tenant,1.2212767601013184
export_30kw_0.15,validation,3,3,tenant,1.4563360214233398
export_30kw_0.15,validation,3,4,tenant,1.50344717502594
export_30kw_0.15,validation,3,5,tenant,1.6560888290405273
export_30kw_0.15,validation,3,6,pv_only,13.685452461242676
export_30kw_0.15,validation,3,7,pv_battery,36.77460479736328
export_30kw_0.15,validation,3,8,pv_battery,34.080787658691406
export_30kw_0.15,validation,3,9,pv_battery,34.502220153808594
export_30kw_0.15,validation,3,10,pv_only,22.090970993041992
export_30kw_0.15,validation,3,11,pv_battery,27.032550811767578
export_30kw_0.15,validation,3,12,large_flex,27.524578094482422
export_30kw_0.15,validation,3,13,large_flex,32.17735290527344
export_30kw_0.15,validation,3,14,large_flex,14.207664489746094
export_30kw_0.15,validation,3,15,pv_battery,34.83545684814453
export_30kw_0.15,validation,3,16,pv_battery,16.414443969726562
export_30kw_0.15,validation,3,17,large_flex,7.1372761726379395
export_30kw_0.15,validation,4,0,tenant,0.7192895412445068
export_30kw_0.15,validation,4,1,tenant,2.078306198120117
export_30kw_0.15,validation,4,2,tenant,0.42729753255844116
export_30kw_0.15,validation,4,3,tenant,1.6077100038528442
export_30kw_0.15,validation,4,4,tenant,1.0932044982910156
export_30kw_0.15,validation,4,5,tenant,1.6983283758163452
export_30kw_0.15,validation,4,6,pv_only,10.693853378295898
export_30kw_0.15,validation,4,7,pv_battery,25.823671340942383
export_30kw_0.15,validation,4,8,pv_battery,31.019699096679688
export_30kw_0.15,validation,4,9,pv_battery,31.669401168823242
export_30kw_0.15,validation,4,10,pv_only,23.820419311523438
export_30kw_0.15,validation,4,11,pv_battery,18.14719009399414
export_30kw_0.15,validation,4,12,large_flex,33.702369689941406
export_30kw_0.15,validation,4,13,large_flex,13.590191841125488
export_30kw_0.15,validation,4,14,large_flex,23.316181182861328
export_30kw_0.15,validation,4,15,pv_battery,35.56249237060547
export_30kw_0.15,validation,4,16,pv_battery,28.783117294311523
export_30kw_0.15,validation,4,17,large_flex,29.468292236328125
export_30kw_0.15,validation,5,0,tenant,0.11007142066955566
export_30kw_0.15,validation,5,1,tenant,-0.489871621131897
export_30kw_0.15,validation,5,2,tenant,-0.9998447895050049
export_30kw_0.15,validation,5,3,tenant,2.0312254428863525
export_30kw_0.15,validation,5,4,tenant,-0.6852667331695557
export_30kw_0.15,validation,5,5,tenant,-0.6196794509887695
export_30kw_0.15,validation,5,6,pv_only,18.505369186401367
export_30kw_0.15,validation,5,7,pv_battery,36.73276138305664
export_30kw_0.15,validation,5,8,pv_battery,23.196887969970703
export_30kw_0.15,validation,5,9,pv_battery,18.096763610839844
export_30kw_0.15,validation,5,10,pv_only,25.512603759765625
export_30kw_0.15,validation,5,11,pv_battery,18.250804901123047
export_30kw_0.15,validation,5,12,large_flex,25.406784057617188
export_30kw_0.15,validation,5,13,large_flex,28.24302101135254
export_30kw_0.15,validation,5,14,large_flex,16.11212158203125
export_30kw_0.15,validation,5,15,pv_battery,21.349021911621094
export_30kw_0.15,validation,5,16,pv_battery,39.339805603027344
export_30kw_0.15,validation,5,17,large_flex,35.04344177246094
export_30kw_0.15,validation,6,0,tenant,12.452898979187012
export_30kw_0.15,validation,6,1,tenant,12.774612426757812
export_30kw_0.15,validation,6,2,tenant,13.680105209350586
export_30kw_0.15,validation,6,3,tenant,12.777609825134277
export_30kw_0.15,validation,6,4,tenant,13.340813636779785
export_30kw_0.15,validation,6,5,tenant,13.190996170043945
export_30kw_0.15,validation,6,6,pv_only,16.85658836364746
export_30kw_0.15,validation,6,7,pv_battery,31.39019775390625
export_30kw_0.15,validation,6,8,pv_battery,31.521175384521484
export_30kw_0.15,validation,6,9,pv_battery,33.661224365234375
export_30kw_0.15,validation,6,10,pv_only,21.600627899169922
export_30kw_0.15,validation,6,11,pv_battery,32.72343063354492
export_30kw_0.15,validation,6,12,large_flex,32.192527770996094
export_30kw_0.15,validation,6,13,large_flex,28.124958038330078
export_30kw_0.15,validation,6,14,large_flex,34.065948486328125
export_30kw_0.15,validation,6,15,pv_battery,33.305572509765625
export_30kw_0.15,validation,6,16,pv_battery,35.1546516418457
export_30kw_0.15,validation,6,17,large_flex,31.82601547241211
export_30kw_0.15,validation,7,0,tenant,-2.638655185699463
export_30kw_0.15,validation,7,1,tenant,-4.492428779602051
export_30kw_0.15,validation,7,2,tenant,-2.10255765914917
export_30kw_0.15,validation,7,3,tenant,-1.9794361591339111
export_30kw_0.15,validation,7,4,tenant,-4.893278121948242
export_30kw_0.15,validation,7,5,tenant,-3.3086018562316895
export_30kw_0.15,validation,7,6,pv_only,4.497676372528076
export_30kw_0.15,validation,7,7,pv_battery,4.869476318359375
export_30kw_0.15,validation,7,8,pv_battery,36.840614318847656
export_30kw_0.15,validation,7,9,pv_battery,48.46821975708008
export_30kw_0.15,validation,7,10,pv_only,10.058015823364258
export_30kw_0.15,validation,7,11,pv_battery,23.06551170349121
export_30kw_0.15,validation,7,12,large_flex,19.12150001525879
export_30kw_0.15,validation,7,13,large_flex,5.992783546447754
export_30kw_0.15,validation,7,14,large_flex,43.76948547363281
export_30kw_0.15,validation,7,15,pv_battery,39.17804718017578
export_30kw_0.15,validation,7,16,pv_battery,37.12705993652344
export_30kw_0.15,validation,7,17,large_flex,6.00942325592041
export_30kw_0.3,validation,0,0,tenant,-13.31399154663086
export_30kw_0.3,validation,0,1,tenant,-13.669486045837402
export_30kw_0.3,validation,0,2,tenant,-14.42837142944336
export_30kw_0.3,validation,0,3,tenant,-11.057889938354492
export_30kw_0.3,validation,0,4,tenant,-13.251289367675781
export_30kw_0.3,validation,0,5,tenant,-13.550681114196777
export_30kw_0.3,validation,0,6,pv_only,-0.34117817878723145
export_30kw_0.3,validation,0,7,pv_battery,23.6798038482666
export_30kw_0.3,validation,0,8,pv_battery,33.188106536865234
export_30kw_0.3,validation,0,9,pv_battery,35.869285583496094
export_30kw_0.3,validation,0,10,pv_only,-7.197736740112305
export_30kw_0.3,validation,0,11,pv_battery,33.3979377746582
export_30kw_0.3,validation,0,12,large_flex,-18.539682388305664
export_30kw_0.3,validation,0,13,large_flex,26.68699073791504
