interval,day,day_step,hour,connection,household,distance_rank,has_inverter,p_grid_kw,q_grid_kvar,settlement_chf,voltage_pu,p_inv_set_kw,pv_available_kw,pv_realized_kw,run
0,0,59,14.75,0,tenant,0,False,-0.47346637,-0.15562089,-0.023115061,0.9990026,,,,loss_share_quadratic/voltage_off_matched
0,0,59,14.75,1,tenant,1,False,-0.41648266,-0.13689125,-0.01969009,1.0040276,,,,loss_share_quadratic/voltage_off_matched
0,0,59,14.75,2,tenant,2,False,-0.29962137,-0.0984808,-0.012676246,1.0092484,,,,loss_share_quadratic/voltage_off_matched
0,0,59,14.75,3,tenant,3,False,-0.3068704,-0.100863434,-0.01311093,1.013979,,,,loss_share_quadratic/voltage_off_matched
0,0,59,14.75,4,tenant,4,False,-0.27605242,-0.09073406,-0.011263307,1.0193236,,,,loss_share_quadratic/voltage_off_matched
0,0,59,14.75,5,tenant,5,False,-0.18210939,-0.05985647,-0.005636946,1.0247573,,,,loss_share_quadratic/voltage_off_matched
0,0,59,14.75,6,pv_only,7,True,1.8965223,-0.07504803,0.068124056,1.0282607,2.1248509883880615,2.1248509883880615,2.1248509883880615,loss_share_quadratic/voltage_off_matched
0,0,59,14.75,7,pv_battery,8,True,0.0,-0.24812977,0.005244984,1.0313199,0.7549185752868652,0.1808290034532547,0.1808290034532547,loss_share_quadratic/voltage_off_matched
0,0,59,14.75,8,pv_battery,10,True,1.9656368,-0.14470424,0.07034847,1.0344129,2.4058899879455566,4.357293128967285,4.357293128967285,loss_share_quadratic/voltage_off_matched
0,0,59,14.75,9,pv_battery,12,True,0.3012247,-0.21312279,0.015469316,1.0361524,0.9496368169784546,1.249765396118164,1.249765396118164,loss_share_quadratic/voltage_off_matched
0,0,59,14.75,10,pv_only,6,True,2.7198415,-0.15257877,0.094315596,1.0121306,3.1840524673461914,3.1840524673461914,3.1840524673461914,loss_share_quadratic/voltage_off_matched
0,0,59,14.75,11,pv_battery,9,True,0.39641798,-0.56343627,0.018681787,1.020443,1.1179029941558838,1.5131882429122925,1.5131882429122925,loss_share_quadratic/voltage_off_matched
