interval,day,day_step,hour,connection,household,distance_rank,has_inverter,p_grid_kw,q_grid_kvar,settlement_chf,voltage_pu,p_inv_set_kw,pv_available_kw,pv_realized_kw,run
296,3,67,16.75,1,tenant,1,False,-0.52964765,-0.1740868,-0.029719926,1.0021755,,,,two_part_volumetric/voltage_off_matched
296,3,67,16.75,2,tenant,2,False,-0.23964119,-0.078766264,-0.01096666,1.0046186,,,,two_part_volumetric/voltage_off_matched
296,3,67,16.75,3,tenant,3,False,-0.08342064,-0.027419044,-0.0008646585,1.0065782,,,,two_part_volumetric/voltage_off_matched
296,3,67,16.75,4,tenant,4,False,-0.49748883,-0.16351669,-0.027640376,1.0080224,,,,two_part_volumetric/voltage_off_matched
296,3,67,16.75,5,tenant,5,False,-0.5201981,-0.17098087,-0.029108874,1.0096114,,,,two_part_volumetric/voltage_off_matched
296,3,67,16.75,6,pv_only,7,True,1.8760245,-0.19000405,0.060645342,1.0107534,2.454099416732788,2.454099416732788,2.454099416732788,two_part_volumetric/voltage_off_matched
296,3,67,16.75,7,pv_battery,8,True,0.0,-0.33973753,0.004529737,1.0114591,1.0336291790008545,0.7138478755950928,0.7138478755950928,two_part_volumetric/voltage_off_matched
296,3,67,16.75,8,pv_battery,10,True,0.43102276,-0.20504107,0.017422479,1.012208,1.0548467636108398,1.4858120679855347,1.4858120679855347,two_part_volumetric/voltage_off_matched
296,3,67,16.75,9,pv_battery,12,True,-0.39120308,-0.2191241,-0.02076741,1.0128963,0.2754676043987274,0.2754676043987274,0.2754676043987274,two_part_volumetric/voltage_off_matched
296,3,67,16.75,10,pv_only,6,True,2.347811,-0.16489229,0.07475741,1.007117,2.849484920501709,2.849484920501709,2.849484920501709,two_part_volumetric/voltage_off_matched
296,3,67,16.75,11,pv_battery,9,True,0.63865465,-0.21795651,0.02363316,1.0101285,1.3017730712890625,1.9403940439224243,1.9403940439224243,two_part_volumetric/voltage_off_matched
296,3,67,16.75,12,large_flex,14,True,1.5965616,-0.42040354,0.05228605,1.012915,2.8756117820739746,2.875627040863037,2.875627040863037,two_part_volumetric/voltage_off_matched
296,3,67,16.75,13,large_flex,16,True,0.0,-0.6688938,0.004529737,1.0137702,2.0350656509399414,1.0871130228042603,1.0871130228042603,two_part_volumetric/voltage_off_matched
296,3,67,16.75,14,large_flex,17,True,0.78218395,-0.24758598,0.027926408,1.0145769,1.5354480743408203,2.3175830841064453,2.3175830841064453,two_part_volumetric/voltage_off_matched
296,3,67,16.75,15,pv_battery,11,True,2.527086,-0.17363235,0.08011987,1.0122877,3.0553510189056396,3.0559194087982178,3.0559194087982178,two_part_volumetric/voltage_off_matched
296,3,67,16.75,16,pv_battery,13,True,0.0,-0.1505223,0.004529737,1.0121915,0.4579542577266693,0.24480023980140686,0.24480023980140686,two_part_volumetric/voltage_off_matched
296,3,67,16.75,17,large_flex,15,True,3.4471533,-0.24440832,0.107640915,1.0165329,4.190749645233154,4.2926716804504395,4.2926716804504395,two_part_volumetric/voltage_off_matched
297,3,68,17.0,0,tenant,0,False,-0.37849703,-0.12440598,-0.02082521,0.9998296,,,,two_part_volumetric/voltage_off_matched
297,3,68,17.0,1,tenant,1,False,-0.50396997,-0.16564694,-0.02893892,1.0012939,,,,two_part_volumetric/voltage_off_matched
297,3,68,17.0,2,tenant,2,False,-0.33043784,-0.108609684,-0.017717462,1.0029078,,,,two_part_volumetric/voltage_off_matched
297,3,68,17.0,3,tenant,3,False,-0.12475377,-0.041004587,-0.0044169035,1.0041904,,,,two_part_volumetric/voltage_off_matched
297,3,68,17.0,4,tenant,4,False,-0.49829158,-0.16378054,-0.028571725,1.0051606,,,,two_part_volumetric/voltage_off_matched
297,3,68,17.0,5,tenant,5,False,-0.49711207,-0.16339286,-0.028495453,1.0062757,,,,two_part_volumetric/voltage_off_matched
297,3,68,17.0,6,pv_only,7,True,1.4700902,-0.16952872,0.048256136,1.0070736,1.985870122909546,1.9858702421188354,1.985870122909546,two_part_volumetric/voltage_off_matched
297,3,68,17.0,7,pv_battery,8,True,0.0,-0.35508767,0.0036502995,1.0075315,1.0803309679031372,0.4549899697303772,0.4549899697303772,two_part_volumetric/voltage_off_matched
297,3,68,17.0,8,pv_battery,10,True,0.30923784,-0.19320978,0.01303327,1.0080346,0.8970659375190735,1.206278681755066,1.206278681755066,two_part_volumetric/voltage_off_matched
297,3,68,17.0,9,pv_battery,12,True,-0.43747994,-0.20840915,-0.024639338,1.0085042,0.19659122824668884,0.19659122824668884,0.19659122824668884,two_part_volumetric/voltage_off_matched
297,3,68,17.0,10,pv_only,6,True,1.8207753,-0.15501696,0.05889671,1.0048467,2.2924041748046875,2.2924041748046875,2.2924041748046875,two_part_volumetric/voltage_off_matched
297,3,68,17.0,11,pv_battery,9,True,0.45526826,-0.20684658,0.01746416,1.00674,1.084585428237915,1.539839267730713,1.539839267730713,two_part_volumetric/voltage_off_matched
297,3,68,17.0,12,large_flex,14,True,1.192274,-0.3743273,0.03982657,1.0087507,2.3311402797698975,2.3311479091644287,2.3311479091644287,two_part_volumetric/voltage_off_matched
297,3,68,17.0,13,large_flex,16,True,0.0,-0.66286993,0.0036502995,1.0093218,2.0167384147644043,0.901487410068512,0.901487410068512,two_part_volumetric/voltage_off_matched
297,3,68,17.0,14,large_flex,17,True,0.55227417,-0.25655603,0.020407539,1.0098846,1.3328291177749634,1.8850822448730469,1.8850822448730469,two_part_volumetric/voltage_off_matched
297,3,68,17.0,15,pv_battery,11,True,1.9637864,-0.17954485,0.06323598,1.0083591,2.510039806365967,2.510324001312256,2.510324001312256,two_part_volumetric/voltage_off_matched
297,3,68,17.0,16,pv_battery,13,True,0.0,-0.14429682,0.0036502995,1.0080185,0.43901365995407104,0.20563285052776337,0.20563285052776337,two_part_volumetric/voltage_off_matched
297,3,68,17.0,17,large_flex,15,True,2.60683,-0.29245645,0.08274738,1.0112575,3.4966092109680176,3.5475754737854004,3.5475754737854004,two_part_volumetric/voltage_off_matched
298,3,69,17.25,0,tenant,0,False,-0.44218844,-0.14534034,-0.02580898,0.9997684,,,,two_part_volumetric/voltage_off_matched
298,3,69,17.25,1,tenant,1,False,-0.50922203,-0.16737321,-0.03014371,1.0004878,,,,two_part_volumetric/voltage_off_matched
298,3,69,17.25,2,tenant,2,False,-0.3440166,-0.113072805,-0.0194607,1.0013571,,,,two_part_volumetric/voltage_off_matched
298,3,69,17.25,3,tenant,3,False,-0.12151157,-0.039938927,-0.0050724116,1.0020362,,,,two_part_volumetric/voltage_off_matched
298,3,69,17.25,4,tenant,4,False,-0.474259,-0.15588142,-0.027882824,1.0025834,,,,two_part_volumetric/voltage_off_matched
298,3,69,17.25,5,tenant,5,False,-0.44828585,-0.14734446,-0.02620327,1.0032685,,,,two_part_volumetric/voltage_off_matched
298,3,69,17.25,6,pv_only,7,True,1.0904858,-0.1490625,0.036624007,1.0037736,1.5439987182617188,1.5439987182617188,1.5439987182617188,two_part_volumetric/voltage_off_matched
298,3,69,17.25,7,pv_battery,8,True,0.0,-0.38479772,0.0027851337,1.004028,1.1707218885421753,0.38968145847320557,0.38968145847320557,two_part_volumetric/voltage_off_matched
298,3,69,17.25,8,pv_battery,10,True,0.23247361,-0.18139377,0.009999024,1.0043314,0.7843523025512695,1.0168144702911377,1.0168144702911377,two_part_volumetric/voltage_off_matched
298,3,69,17.25,9,pv_battery,12,True,-0.4357171,-0.20102023,-0.025390511,1.0046191,0.1758737564086914,0.1758737564086914,0.1758737564086914,two_part_volumetric/voltage_off_matched
298,3,69,17.25,10,pv_only,6,True,1.2687738,-0.17608653,0.04215646,1.0027039,1.8045055866241455,1.8045055866241455,1.8045055866241455,two_part_volumetric/voltage_off_matched
298,3,69,17.25,11,pv_battery,9,True,0.3256848,-0.19145322,0.01289146,1.0036638,0.9081686735153198,1.2338471412658691,1.2338471412658691,two_part_volumetric/voltage_off_matched
298,3,69,17.25,12,large_flex,14,True,0.74431455,-0.39071703,0.025881961,1.0049107,1.9330456256866455,1.9330494403839111,1.9330494403839111,two_part_volumetric/voltage_off_matched
298,3,69,17.25,13,large_flex,16,True,0.0,-0.6821776,0.0027851337,1.005276,2.0754806995391846,0.716561496257782,0.716561496257782,two_part_volumetric/voltage_off_matched
298,3,69,17.25,14,large_flex,17,True,0.38575023,-0.23417047,0.01475535,1.0056645,1.0981985330581665,1.4839398860931396,1.4839398860931396,two_part_volumetric/voltage_off_matched
298,3,69,17.25,15,pv_battery,11,True,1.3568771,-0.19957808,0.044890393,1.0047058,1.9640803337097168,1.964221477508545,1.964221477508545,two_part_volumetric/voltage_off_matched
298,3,69,17.25,16,pv_battery,13,True,0.0,-0.14745393,0.0027851337,1.004315,0.44861894845962524,0.07453078776597977,0.07453078776597977,two_part_volumetric/voltage_off_matched
298,3,69,17.25,17,large_flex,15,True,1.8469207,-0.27679738,0.060096934,1.0065718,2.689058542251587,2.7145438194274902,2.7145438194274902,two_part_volumetric/voltage_off_matched
299,3,70,17.5,0,tenant,0,False,-0.41514936,-0.13645302,-0.02494531,0.9997034,,,,two_part_volumetric/voltage_off_matched
299,3,70,17.5,1,tenant,1,False,-0.48566446,-0.15963021,-0.029505167,0.99961776,,,,two_part_volumetric/voltage_off_matched
299,3,70,17.5,2,tenant,2,False,-0.37327662,-0.12269011,-0.02223761,0.9996743,,,,two_part_volumetric/voltage_off_matched
299,3,70,17.5,3,tenant,3,False,-0.13832457,-0.045465097,-0.0070444355,0.9996884,,,,two_part_volumetric/voltage_off_matched
299,3,70,17.5,4,tenant,4,False,-0.4515577,-0.14841986,-0.027299656,0.99978614,,,,two_part_volumetric/voltage_off_matched
299,3,70,17.5,5,tenant,5,False,-0.44365904,-0.14582369,-0.026788888,1.0000153,,,,two_part_volumetric/voltage_off_matched
299,3,70,17.5,6,pv_only,7,True,0.6969012,-0.14779648,0.024815805,1.0001901,1.1465623378753662,1.1465623378753662,1.1465623378753662,two_part_volumetric/voltage_off_matched
299,3,70,17.5,7,pv_battery,8,True,0.0,-0.37285942,0.0019003225,1.0002109,1.1344003677368164,0.3553738296031952,0.3553738296031952,two_part_volumetric/voltage_off_matched
299,3,70,17.5,8,pv_battery,10,True,0.032694757,-0.2159022,0.0029753905,1.0002792,0.6895630359649658,0.7222568392753601,0.7222568392753601,two_part_volumetric/voltage_off_matched
299,3,70,17.5,9,pv_battery,12,True,-0.49335414,-0.20372532,-0.030002423,1.0003859,0.1264668107032776,0.1264668107032776,0.1264668107032776,two_part_volumetric/voltage_off_matched
299,3,70,17.5,10,pv_only,6,True,0.7058249,-0.18581112,0.025109235,1.0004162,1.2711430788040161,1.2711430788040161,1.2711430788040161,two_part_volumetric/voltage_off_matched
299,3,70,17.5,11,pv_battery,9,True,0.15776336,-0.19586776,0.007087893,1.0002468,0.7536782026290894,0.9114396572113037,0.9114396572113037,two_part_volumetric/voltage_off_matched
